AlgaeGroup,OrganismCode,FinalID,AlgaeList,Habit,Heterocystous,IndicatorClass_Cu,IndicatorClass_DOC,IndicatorClass_Ref,IndicatorClass_TN,IndicatorClass_TP,Motility,NitrogenUptakeMetabolism,OxygenRequirements,Salinity,Saprobity,TaxonomicGroup,TrophicState,Zygnemataceae,Phylum,Class,Order,Family,Genus
SoftAlgae,-1969609610,Spirogyra cf notabilis,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
SoftAlgae,-1968450678,Cosmarium reniforme,SoftAlgae_2012,NA,No,high,NI,NI,NI,NI,NA,NA,NA,NA,NA,CA,NA,No,Streptophyta,Zygnematophyceae,Zygnematales,Desmidiaceae,Cosmarium
Diatom,-1968282695,Navicula meniscus,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,BF,NA,NA,E,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,-1963103460,Surirella bifrons,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,FB,OS,NA,E,NA,Heterokontophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
Diatom,-1962477099,Karayevia,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achanthales,Achnanthidiaceae,Karayevia
SoftAlgae,-1961164036,Phormidium tergestinum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium
SoftAlgae,-1955729843,Spirogyra cf setiformis,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
SoftAlgae,-1955578352,Gloeotrichia natans,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Gloeotrichia
SoftAlgae,-1954902319,Planotaenium interruptum,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Streptophyta,Zygnematophyceae,Zygnematales,Mesotaeniaceae,Planotaenium 
SoftAlgae,-1950575991,Dolichospermum sp 4,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Dolichospermum
Diatom,-1949100162,Tryblionella calida,Diatom_2012,BN,NA,NA,NA,NA,high,high,HM,NA,NA,BF,NA,NA,E,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
Diatom,-1946268708,Navicula sp 201 JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,-1944070018,Chlorella sp 1,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella
SoftAlgae,-1940214099,Spirogyra scrobiculata,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Diatom,-1939986669,Navicula sp A SWAMP EWT,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,-1935027894,Navicula tridentula,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,-1933686927,Chroococcopsis fluviatilis,SoftAlgae_2012,NA,No,NI,high,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Xenococcaceae,Chroococcopsis
SoftAlgae,-1932548980,Spirogyra sp 6,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Diatom,-1931132007,Cymbella tumidula,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella
SoftAlgae,-1930667554,Oedogonium echinospermum,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Oedogonium
SoftAlgae,-1929692360,Batrachospermum arcuatum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RD,NA,No,Rhodophyta,Florideophyceae,Batrachospermales,Batrachospermaceae,Batrachospermum
SoftAlgae,-1926413803,Spirulina major,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Spirulina
Diatom,-1925208987,Nitzschia valdecostata,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,-1923894364,Comasiella arcuata var platydisca,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Comasiella
Diatom,-1922730187,Diploneis cf parma SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
SoftAlgae,-1922024309,Scenedesmus opoliensis,SoftAlgae_2012,NA,No,NI,high,NI,NI,high,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
Diatom,-1920324795,Cymbella laevis,Diatom_2012,BN,NA,NA,NA,NA,low,low,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella
SoftAlgae,-1919406853,Oedogonium cf punctatostriatum,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Oedogoniales,Oedogoniaceae,Oedogonium
SoftAlgae,-1914892278,Scenedesmus sp 2,SoftAlgae_2012,NA,No,NI,high,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
SoftAlgae,-1913912606,Chroomonadaceae 1,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,No,Cryptophyta,Cryptophyceae,Pyrenomonadales,Chroomonadaceae,
Diatom,-1913799223,Nitzschia supralitorea,Diatom_2012,BN,NA,NA,NA,NA,high,NA,HM,NHHONF,DO_75,FB,AM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,-1913044430,Pleurocapsa minor,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Hydrococcaceae,Pleurocapsa
Diatom,-1912901305,Diploneis separanda,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis
SoftAlgae,-1911516282,Chytridiochloris acus,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Xanthophyceae,Mischococcales,Characiopsidaceae,Chytridiochloris 
Diatom,-1909400296,Sellaphora cf pupula SWAMP KB,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora
SoftAlgae,-1908962421,Nostoc cf linckia,SoftAlgae_2012,NA,Yes,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc
Diatom,-1908195925,Fragilariophyceae,Diatom_2012,NA,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Fragilariophyceae,,,
SoftAlgae,-1906666565,Characiopsis cf subulata,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OC,NA,No,Heterokontophyta,Xanthophyceae,Mischococcales,Characiopsidaceae,Characiopsis
SoftAlgae,-1906443374,Chrysophyceae 4,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Chrysophyceae,,,
Diatom,-1905982619,Surirella cf striatula SCCWRP BSL,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,B,NA,NA,E,NA,Heterokontophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella
SoftAlgae,-1904391983,Gomphosphaeria aponina,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Gomphosphaeriaceae,Gomphosphaeria
Diatom,-1903965355,Cymbella affinis,Diatom_2012,BN,NA,NA,NA,NA,low,low,NM,NALON,DO_100,FB,BM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella
SoftAlgae,-1903622120,Tychonema sequanum,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Tychonema
SoftAlgae,-1901414387,Euglena mutabilis,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Euglena
SoftAlgae,-1901320760,Tetraedron cf caudatum,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Sphaeropleales,Tetraedron
Diatom,-1900886195,Eolimna cf tantula SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Eolimna
Diatom,-1899751989,Navicula caterva,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
Diatom,-1897893909,Eunotia flexuosa,Diatom_2012,BN,NA,NA,NA,NA,low,low,NM,NALON,DO_100,F,OS,NA,OM,NA,Heterokontophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia
SoftAlgae,-1897591740,Clastidium rivulare,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Clastidium
SoftAlgae,-1897253340,Chaetosphaeridium globosum,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CA,NA,No,Streptophyta,Mesostigmatophyceae,Chaetosphaeridiales,Chaetosphaeridiaceae,Chaetosphaeridium
SoftAlgae,-1897001373,Trachelomonas cylindrica,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Diatom,-1892492860,Craticula buderi,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula
SoftAlgae,-1890494323,Chroococcus limneticus,SoftAlgae_2012,NA,No,NI,NI,NI,NI,low,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Chroococcaceae,Chroococcus
SoftAlgae,-1889799419,Nostoc cf verrucosum,SoftAlgae_2012,NA,Yes,NI,NI,RF,low,low,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Nostocaceae,Nostoc
Diatom,-1889621727,Epithemia sorex,Diatom_2012,BN,NA,NA,NA,NA,low,low,MM,NALON,DO_75,FB,BM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Epithemia
SoftAlgae,-1888219575,Siphononema cf polonicum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Entophysalidaceae,Siphononema
SoftAlgae,-1887710262,Phaeothamnion sp 1,SoftAlgae_2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Phaeothamniophyceae,Phaeothamniales,Phaeothamniaceae,Phaeothamnion 
SoftAlgae,-1886085181,Chamaesiphon starmachii,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Chamaesiphonaceae,Chamaesiphon
Diatom,-1885258344,Navicula menisculus,Diatom_2012,BN,NA,NA,NA,NA,high,NA,MM,NAHON,DO_50,FB,AM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,-1884950092,Woronichinia cf elorantae,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Gomphosphaeriaceae,Woronichinia
SoftAlgae,-1884335095,Phormidium cf subfuscum,SoftAlgae_2012,NA,No,high,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Phormidium
SoftAlgae,-1883945540,Scenedesmus subspicatus,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
SoftAlgae,-1882816401,Chlamydomonas snowiae,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas
Diatom,-1878698613,Cymbella austriaca var erdobenyiana,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella
SoftAlgae,-1878221693,Nephrocytium limneticum,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Nephrocytium
Diatom,-1877667851,Adlafia minuscula var muralis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NHHONF,DO_50,FB,AMPS,NA,E,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Adlafia
SoftAlgae,-1877209992,Trachelomonas cf volvocinopsis,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
SoftAlgae,-1876821132,Rhabdoderma vermiculare,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Synechococcales,Synechococcaceae,Rhabdoderma
SoftAlgae,-1875577658,Gonium cf pectorale,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Vovlocales,Goniaceae,Gonium
SoftAlgae,-1874527917,Muriella cf terrestris,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Trebouxiophyceae,Oocystales,Oocystaceae,Muriella
Diatom,-1874253739,Parlibellus protracta,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NAHON,DO_50,BF,BM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Berkeleyaceae,Parlibellus
Diatom,-1871796412,Neidium hercynicum,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium
SoftAlgae,-1869878318,Phacus sp 1,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Phacaceae,Phacus
SoftAlgae,-1868513546,Klebsormidium cf flaccidum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,No,Streptophyta,Klebsormidiophyceae,Klebsormidiales,Klebsormidiaceae,Klebsormidium
Diatom,-1867999679,Hannaea,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Hannaea
Diatom,-1865796136,Discostella woltereckii,Diatom_2012,P,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Coscinodiscophyceae,Thalassiosirales,Stephanodiscaeae,Discostella
SoftAlgae,-1864611311,Ulva cf flexuosa,SoftAlgae_2012,NA,No,NI,high,NRF,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva
SoftAlgae,-1864478937,Paralemanea cf catenata,SoftAlgae_2012,NA,No,NI,NI,NI,NI,low,NA,NA,NA,NA,NA,RD,NA,No,Rhodophyta,Florideophyceae,Batrachospermales,Lemaneaceae,Paralemanea
SoftAlgae,-1863111374,Heterococcus sp 1,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OC,NA,No,Ochrophyta,Xanthophyceae,Tribonematales,Heteropediaceae,Heterococcus
Diatom,-1862545024,Denticula tenuis,Diatom_2012,BN,NA,NA,NA,NA,low,low,MM,NALON,DO_100,F,OS,NA,M,NA,Heterokontophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Denticula
Diatom,-1861546001,Rossithidium linearis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Rossthidium
SoftAlgae,-1858943759,Homoeothrix cf stagnalis,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Ammatoideaceae,Homoeothrix
Diatom,-1858423665,Navicula microdigitoradiata,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,-1858325477,Tychonema sp 5,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Tychonema
SoftAlgae,-1857875382,Tetrastrum staurogeniiforme ,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum
Diatom,-1856236059,Halamphora montana,Diatom_2012,BN,NA,NA,NA,NA,high,high,MM,NAHON,DO_100,FB,BM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Halamphora
SoftAlgae,-1855356668,Zygnema carinthiacum,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Zygnema
SoftAlgae,-1854386935,Lemanea sp 1,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RD,NA,No,Rhodophyta,Florideophyceae,Batrachospermales,Lemaneaceae,Lemanea
Diatom,-1853826532,Frustulia krammeri,Diatom_2012,BN,NA,NA,NA,NA,low,low,MM,NALON,DO_100,F,OS,NA,O,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia
SoftAlgae,-1853075772,Binuclearia tatrana,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Ulvophyceae,Ulotrichales,Gloeotilaceae,Binuclearia
SoftAlgae,-1851817879,Gloeotrichia echinulata,SoftAlgae_2012,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Nostocales,Rivulariaceae,Gloeotrichia
Diatom,-1851401752,Nitzschia subtilis,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,-1850692693,Nitzschia sp 5 SCCWRP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,-1850449015,Aphanothece cf caldariorum,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Cyanobacteriaceae,Aphanothece
Diatom,-1849692522,Meridion lineare,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Meridion
Diatom,-1848452923,Nitzschia cf frustulum SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,high,high,HM,NHHONO,DO_50,BF,BM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
SoftAlgae,-1845959878,Sphaerocystis sp 1,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellaceae,Sphaerocystis
Diatom,-1842550405,Luticola cohnii,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NAHON,DO_100,BF,BM,NA,E,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Luticola
SoftAlgae,-1842342487,Schizothrix arenaria,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Schizotrichaceae,Schizothrix
Diatom,-1839386112,Navicula absoluta,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NALON,DO_100,FB,OS,NA,M,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,-1838087521,Trachelomonas oblonga,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EG,NA,No,Euglenozoa,Euglenophyceae,Euglenales,Euglenaceae,Trachelomonas
Diatom,-1837698323,Nitzschia cf paleacea SWAMP R1 JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia
Diatom,-1834546951,Fallacia pulchella,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fallacia
Diatom,-1834108987,Rhopalodia brebissonii,Diatom_2012,BN,NA,NA,NA,NA,low,low,MM,NA,NA,BF,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Rhopalodia
SoftAlgae,-1833687922,Leibleinia cf epiphytica,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Oscillatoriales,Phormidiaceae,Leibleinia
SoftAlgae,-1833293183,Asterococcus cf limneticus,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Tetrasporales,Palmellopsidaceae,Asterococcus
Diatom,-1833273272,Navicula porifera var opportuna,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula
SoftAlgae,-1832592647,Apatococcus lobatus,SoftAlgae_2012,NA,No,NA,NI,NI,NI,NI,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Apatococcus
Diatom,-1832483157,Craticula halophilioides,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,MM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula
SoftAlgae,-1829026595,Scenedesmus ellipticus,SoftAlgae_2012,NA,No,high,high,NRF,NI,high,NA,NA,NA,NA,NA,CL,NA,No,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus
SoftAlgae,-1826580089,Pseudanabaena sp 1,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena
SoftAlgae,-1822370385,Gloeocapsa sp 2,SoftAlgae_2012,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CB,NA,No,Cyanobacteria,Cyanophyceae,Chroococcales,Microcystaceae,Gloeocapsa
Diatom,-1821127086,Tryblionella,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,HM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella
SoftAlgae,-1819443181,Spirogyra sp 9,SoftAlgae_2012,NA,No,NI,NI,NI,NI,NI,NA,NA,NA,NA,NA,CA,NA,Yes,Streptophyta,Zygnematophyceae,Zygnematales,Zygnemataceae,Spirogyra
Diatom,-1819170337,Delicata sp 1 SWAMP JPK,Diatom_2012,BN,NA,NA,NA,NA,NA,NA,NM,NA,NA,NA,NA,NA,NA,NA,Heterokontophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Delicata
